날짜,산지,품종,도매지역,총거래물량
2020-01-02,강원,월동배추,광주,94000.0
2020-01-02,광주,가을배추,광주,3000.0
2020-01-02,광주,봄배추,광주,40000.0
2020-01-02,광주,월동배추,광주,9784.0
2020-01-02,전남,가을배추,광주,14800.0
2020-01-02,전남,봄배추,광주,1900.0
2020-01-02,전남,월동배추,광주,196112.0
2020-01-02,전북,월동배추,광주,1920.0
2020-01-03,강원,가을배추,광주,97800.0
2020-01-03,강원,봄배추,광주,99100.0
2020-01-03,강원,월동배추,광주,90400.0
2020-01-03,강원,월동배추,부산,43354.66
2020-01-03,강원,월동배추,서울,234000.0
2020-01-03,경기,고냉지배추,부산,3904.0
2020-01-03,경기,봄배추,대전,3744.0
2020-01-03,경기,월동배추,서울,418377.8725
2020-01-03,경남,가을배추,광주,97900.0
2020-01-03,경남,월동배추,대구,920.0
2020-01-03,경남,월동배추,부산,190256.0
2020-01-03,경남,월동배추,서울,143.0
2020-01-03,경북,봄배추,대전,32.0
2020-01-03,경북,월동배추,대구,2206.0
2020-01-03,경북,월동배추,부산,1092.0
2020-01-03,경북,월동배추,서울,683118.0
2020-01-03,광주,가을배추,광주,4800.0
2020-01-03,광주,봄배추,광주,108500.0
2020-01-03,광주,월동배추,광주,2240.0
2020-01-03,광주,월동배추,부산,3440.0
2020-01-03,대구,월동배추,대구,8041.0
2020-01-03,대구,월동배추,부산,8080.0
2020-01-03,대전,가을배추,대전,37800.0
2020-01-03,대전,월동배추,대전,14024.0
2020-01-03,부산,월동배추,부산,253010.56
2020-01-03,서울,봄배추,대전,328.0
2020-01-03,서울,월동배추,광주,768.0
2020-01-03,서울,월동배추,대전,5590.0
2020-01-03,서울,월동배추,부산,3764.0
2020-01-03,서울,월동배추,서울,31.0
2020-01-03,울산,월동배추,부산,148.0
2020-01-03,전남,가을배추,광주,104200.0
2020-01-03,전남,가을배추,대구,90500.0
2020-01-03,전남,가을배추,대전,144700.0
2020-01-03,전남,가을배추,서울,193000.0
2020-01-03,전남,고냉지배추,부산,10905.6
2020-01-03,전남,봄배추,광주,112800.0
2020-01-03,전남,봄배추,대전,314652.0
2020-01-03,전남,월동배추,광주,426304.0
2020-01-03,전남,월동배추,대구,4614.0
2020-01-03,전남,월동배추,대전,960.0
2020-01-03,전남,월동배추,부산,1920.0
2020-01-03,전남,월동배추,서울,6363410.0
2020-01-03,전북,월동배추,서울,22464.0
2020-01-03,제주,월동배추,서울,255620.0
2020-01-03,충남,가을배추,대전,8100.0
2020-01-03,충남,봄배추,대전,19052.0
2020-01-03,충남,월동배추,대전,2000.0
2020-01-03,충남,월동배추,서울,152440.0
2020-01-04,강원,월동배추,광주,99200.0
2020-01-04,강원,월동배추,부산,32000.0
2020-01-04,강원,월동배추,서울,10000.0
2020-01-04,경기,고냉지배추,부산,3136.0
2020-01-04,경기,봄배추,광주,102000.0
2020-01-04,경기,봄배추,대전,3284.0
2020-01-04,경기,월동배추,서울,2668.3358
2020-01-04,경남,봄배추,대전,5.0
2020-01-04,경남,월동배추,대구,788.0
2020-01-04,경남,월동배추,부산,102995.25
2020-01-04,경남,월동배추,서울,615.0
2020-01-04,경북,고냉지배추,부산,8470.0
2020-01-04,경북,봄배추,대전,28.0
2020-01-04,경북,월동배추,대구,1988.0
2020-01-04,경북,월동배추,부산,17732.0
2020-01-04,경북,월동배추,서울,3346.0
2020-01-04,광주,가을배추,광주,7800.0
2020-01-04,광주,월동배추,광주,39896.0
2020-01-04,광주,월동배추,대구,1024.0
2020-01-04,광주,월동배추,부산,7740.0
2020-01-04,대구,월동배추,대구,5569.0
2020-01-04,대구,월동배추,부산,15244.0
2020-01-04,대구,월동배추,서울,33.0
2020-01-04,대전,가을배추,대전,37100.0
2020-01-04,대전,월동배추,대전,8044.0
2020-01-04,부산,월동배추,부산,1113952.69
2020-01-04,서울,봄배추,대전,5.0
2020-01-04,서울,월동배추,광주,64.0
2020-01-04,서울,월동배추,대전,4697.0
2020-01-04,서울,월동배추,부산,2720.0
2020-01-04,서울,월동배추,서울,10116.0
2020-01-04,울산,월동배추,부산,104.0
2020-01-04,전남,가을배추,광주,101400.0
2020-01-04,전남,가을배추,대구,190000.0
2020-01-04,전남,가을배추,대전,189200.0
2020-01-04,전남,고냉지배추,광주,150.0
2020-01-04,전남,고냉지배추,부산,17120.0
2020-01-04,전남,봄배추,광주,40100.0
2020-01-04,전남,봄배추,대전,221952.0
2020-01-04,전남,월동배추,광주,346588.0
2020-01-04,전남,월동배추,대구,203276.0
2020-01-04,전남,월동배추,부산,10893.05
2020-01-04,전남,월동배추,서울,4282313.0
2020-01-04,전북,월동배추,서울,114400.0
2020-01-04,충남,가을배추,대전,12000.0
2020-01-04,충남,봄배추,대전,2088.0
2020-01-04,충남,월동배추,서울,839556.0
2020-01-04,충북,월동배추,서울,28.0
2020-01-06,강원,월동배추,광주,230664.0
2020-01-06,강원,월동배추,부산,46128.0
2020-01-06,강원,월동배추,서울,292400.0
2020-01-06,경기,고냉지배추,부산,2560.0
2020-01-06,경기,봄배추,대전,2692.0
2020-01-06,경기,월동배추,대구,1280.0
2020-01-06,경기,월동배추,서울,116957.0
2020-01-06,경남,가을배추,대구,270000.0
2020-01-06,경남,봄배추,대전,17.0
2020-01-06,경남,월동배추,광주,32200.0
2020-01-06,경남,월동배추,대구,720.0
2020-01-06,경남,월동배추,부산,98269.0
2020-01-06,경남,월동배추,서울,711.0
2020-01-06,경북,가을배추,대구,200000.0
2020-01-06,경북,봄배추,대전,25.0
2020-01-06,경북,월동배추,대구,3546.0
2020-01-06,경북,월동배추,부산,552.0
2020-01-06,경북,월동배추,서울,1610.0
2020-01-06,광주,가을배추,광주,3200.0
2020-01-06,광주,월동배추,광주,107536.0
2020-01-06,광주,월동배추,대구,1280.0
2020-01-06,광주,월동배추,부산,15720.0
2020-01-06,대구,가을배추,대구,90000.0
2020-01-06,대구,월동배추,대구,105.0
2020-01-06,대구,월동배추,부산,15904.0
2020-01-06,대구,월동배추,서울,38.0
2020-01-06,대전,가을배추,대전,37500.0
2020-01-06,대전,월동배추,대전,7296.0
2020-01-06,부산,월동배추,부산,1101701.75
2020-01-06,서울,봄배추,대전,323.0
2020-01-06,서울,월동배추,광주,512.0
2020-01-06,서울,월동배추,대전,5009.0
2020-01-06,서울,월동배추,부산,4697.0
2020-01-06,서울,월동배추,서울,144031.0
2020-01-06,울산,월동배추,부산,166.24
2020-01-06,전남,가을배추,광주,84600.0
2020-01-06,전남,가을배추,대전,292800.0
2020-01-06,전남,고냉지배추,부산,26417.5
2020-01-06,전남,봄배추,광주,248200.0
2020-01-06,전남,봄배추,대전,156877.0
2020-01-06,전남,월동배추,광주,556512.0
2020-01-06,전남,월동배추,대구,334324.0
2020-01-06,전남,월동배추,대전,960.0
2020-01-06,전남,월동배추,부산,20000.0
2020-01-06,전남,월동배추,서울,4110900.8
2020-01-06,전북,월동배추,광주,2688.0
2020-01-06,전북,월동배추,서울,129056.0
2020-01-06,충남,봄배추,대전,1280.0
2020-01-06,충남,월동배추,서울,889682.0
2020-01-06,충북,봄배추,대전,880.0
2020-01-06,충북,월동배추,서울,9.600000000000001
2020-01-07,강원,월동배추,부산,32000.0
2020-01-07,경기,고냉지배추,부산,5888.0
2020-01-07,경기,봄배추,대전,4244.0
2020-01-07,경기,월동배추,서울,18317.387
2020-01-07,경남,봄배추,대전,7.0
2020-01-07,경남,월동배추,광주,62000.0
2020-01-07,경남,월동배추,대구,380.0
2020-01-07,경남,월동배추,부산,291567.25
2020-01-07,경남,월동배추,서울,648.0
2020-01-07,경북,봄배추,대전,3.0
2020-01-07,경북,월동배추,대구,1376.0
2020-01-07,경북,월동배추,부산,224.0
2020-01-07,경북,월동배추,서울,473547.0
2020-01-07,광주,월동배추,광주,31376.0
2020-01-07,광주,월동배추,대구,11072.0
2020-01-07,광주,월동배추,부산,18724.0
2020-01-07,대구,월동배추,대구,237.0
2020-01-07,대구,월동배추,부산,8664.0
2020-01-07,대구,월동배추,서울,21.0
2020-01-07,대전,가을배추,대전,74200.0
2020-01-07,대전,월동배추,대전,11136.0
2020-01-07,부산,월동배추,부산,292556.5
2020-01-07,서울,봄배추,대전,5.0
2020-01-07,서울,월동배추,광주,320.0
2020-01-07,서울,월동배추,대전,6285.0
2020-01-07,서울,월동배추,부산,2228.0
2020-01-07,서울,월동배추,서울,27.0
2020-01-07,전남,가을배추,광주,21000.0
2020-01-07,전남,가을배추,대구,565000.0
2020-01-07,전남,가을배추,대전,124400.0
2020-01-07,전남,고냉지배추,부산,9375.0
2020-01-07,전남,봄배추,광주,13500.0
2020-01-07,전남,봄배추,대전,162116.0
2020-01-07,전남,월동배추,광주,252880.0
2020-01-07,전남,월동배추,대구,170436.0
2020-01-07,전남,월동배추,부산,17528.0
2020-01-07,전남,월동배추,서울,2682470.0
2020-01-07,전북,봄배추,대전,704.0
2020-01-07,전북,월동배추,광주,2624.0
2020-01-07,전북,월동배추,대구,2025.0
2020-01-07,전북,월동배추,서울,115600.0
2020-01-07,제주,월동배추,서울,87900.0
2020-01-07,충남,월동배추,대전,1984.0
2020-01-07,충남,월동배추,서울,384412.0
2020-01-08,강원,월동배추,부산,32000.0
2020-01-08,강원,월동배추,서울,309600.0
2020-01-08,경기,고냉지배추,부산,3008.0
2020-01-08,경기,봄배추,대전,1912.0
2020-01-08,경기,월동배추,광주,3200.0
2020-01-08,경기,월동배추,서울,12807.4305
2020-01-08,경남,월동배추,대구,784.0
2020-01-08,경남,월동배추,부산,29929.5
2020-01-08,경남,월동배추,서울,522.0
2020-01-08,경북,봄배추,대전,16.0
2020-01-08,경북,월동배추,대구,2297.0
2020-01-08,경북,월동배추,부산,308.0
2020-01-08,경북,월동배추,서울,502136.0
2020-01-08,광주,가을배추,광주,4200.0
2020-01-08,광주,월동배추,광주,21556.0
2020-01-08,광주,월동배추,대구,5248.0
2020-01-08,광주,월동배추,부산,22041.0
2020-01-08,광주,월동배추,서울,960.0
2020-01-08,대구,월동배추,대구,369.0
2020-01-08,대구,월동배추,부산,8996.0
2020-01-08,부산,월동배추,부산,162421.75
2020-01-08,서울,봄배추,대전,650.0
2020-01-08,서울,월동배추,광주,448.0
2020-01-08,서울,월동배추,대전,5516.0
2020-01-08,서울,월동배추,부산,2192.0
2020-01-08,서울,월동배추,서울,30.0
2020-01-08,울산,월동배추,부산,196.0
2020-01-08,전남,가을배추,광주,11600.0
2020-01-08,전남,가을배추,대전,77200.0
2020-01-08,전남,고냉지배추,부산,11840.5
2020-01-08,전남,봄배추,광주,38400.0
2020-01-08,전남,봄배추,대전,83827.0
2020-01-08,전남,월동배추,광주,234744.0
2020-01-08,전남,월동배추,대구,71714.0
2020-01-08,전남,월동배추,대전,960.0
2020-01-08,전남,월동배추,서울,2200372.0
2020-01-08,전북,월동배추,광주,2752.0
2020-01-08,전북,월동배추,서울,825600.0
2020-01-08,제주,가을배추,대전,50000.0
2020-01-08,제주,월동배추,서울,199600.0
2020-01-08,충남,가을배추,대전,35400.0
2020-01-08,충남,월동배추,서울,200000.0
2020-01-09,강원,월동배추,광주,194700.0
2020-01-09,강원,월동배추,대구,99800.0
2020-01-09,강원,월동배추,부산,32000.0
2020-01-09,강원,월동배추,서울,147744.0
2020-01-09,경기,고냉지배추,부산,2048.0
2020-01-09,경기,봄배추,대전,3312.0
2020-01-09,경기,월동배추,광주,3200.0
2020-01-09,경기,월동배추,서울,7200.6
2020-01-09,경남,월동배추,대구,384.0
2020-01-09,경남,월동배추,부산,248498.25
2020-01-09,경남,월동배추,서울,549.0
2020-01-09,경북,봄배추,대전,10.0
2020-01-09,경북,월동배추,대구,95265.0
2020-01-09,경북,월동배추,부산,280.0
2020-01-09,경북,월동배추,서울,390202.0
2020-01-09,광주,월동배추,광주,19068.0
2020-01-09,광주,월동배추,대구,16512.0
2020-01-09,광주,월동배추,부산,34634.0
2020-01-09,광주,월동배추,서울,3500.0
2020-01-09,대구,가을배추,대구,320.0
2020-01-09,대구,월동배추,대구,625.0
2020-01-09,대구,월동배추,부산,452.0
2020-01-09,대구,월동배추,서울,28.0
2020-01-09,대전,가을배추,대전,88400.0
2020-01-09,대전,월동배추,대전,15616.0
2020-01-09,대전,월동배추,서울,400.0
2020-01-09,부산,월동배추,부산,1465880.75
2020-01-09,서울,봄배추,대전,163.0
2020-01-09,서울,월동배추,광주,1152.0
2020-01-09,서울,월동배추,대전,10380.0
2020-01-09,서울,월동배추,부산,5632.06
2020-01-09,서울,월동배추,서울,32.0
2020-01-09,전남,가을배추,광주,18100.0
2020-01-09,전남,가을배추,대구,205000.0
2020-01-09,전남,가을배추,대전,71700.0
2020-01-09,전남,고냉지배추,광주,384.0
2020-01-09,전남,고냉지배추,부산,28800.170000000002
2020-01-09,전남,봄배추,광주,15350.0
2020-01-09,전남,봄배추,대전,308816.0
2020-01-09,전남,월동배추,광주,338824.0
2020-01-09,전남,월동배추,대구,74940.0
2020-01-09,전남,월동배추,부산,5056.0
2020-01-09,전남,월동배추,서울,2121400.0
2020-01-09,전북,월동배추,광주,2112.0
2020-01-09,전북,월동배추,서울,425800.0
2020-01-09,제주,월동배추,서울,203500.0
2020-01-09,충남,가을배추,대전,9100.0
2020-01-09,충남,월동배추,대전,2816.0
2020-01-09,충남,월동배추,서울,91216.0
2020-01-10,강원,월동배추,광주,231648.0
2020-01-10,강원,월동배추,부산,32000.0
2020-01-10,경기,고냉지배추,부산,3840.0
2020-01-10,경기,봄배추,대전,3840.0
2020-01-10,경기,월동배추,서울,10182.1135
2020-01-10,경남,월동배추,대구,688.0
2020-01-10,경남,월동배추,부산,22467.5
2020-01-10,경남,월동배추,서울,268.0
2020-01-10,경북,봄배추,대전,22.0
2020-01-10,경북,월동배추,대구,9613.0
2020-01-10,경북,월동배추,부산,300.0
2020-01-10,경북,월동배추,서울,3517.0
2020-01-10,광주,월동배추,광주,69456.0
2020-01-10,광주,월동배추,대구,4096.0
2020-01-10,광주,월동배추,부산,32568.0
2020-01-10,대구,월동배추,대구,5161.0
2020-01-10,대구,월동배추,부산,808.0
2020-01-10,대구,월동배추,서울,23.0
2020-01-10,대전,월동배추,대전,10368.0
2020-01-10,부산,월동배추,부산,399947.0
2020-01-10,서울,봄배추,대전,662.0
2020-01-10,서울,월동배추,광주,256.0
2020-01-10,서울,월동배추,대전,2444.0
2020-01-10,서울,월동배추,부산,5816.0
2020-01-10,서울,월동배추,서울,112.0
2020-01-10,울산,월동배추,부산,124.0
2020-01-10,전남,가을배추,광주,11000.0
2020-01-10,전남,가을배추,대구,90000.0
2020-01-10,전남,가을배추,대전,102600.0
2020-01-10,전남,고냉지배추,광주,32.0
2020-01-10,전남,고냉지배추,부산,10187.25
2020-01-10,전남,봄배추,광주,77800.0
2020-01-10,전남,봄배추,대전,133377.0
2020-01-10,전남,월동배추,광주,318812.0
2020-01-10,전남,월동배추,대구,159698.0
2020-01-10,전남,월동배추,대전,960.0
2020-01-10,전남,월동배추,서울,3897656.0
2020-01-10,전북,월동배추,부산,11.7
2020-01-10,전북,월동배추,서울,325200.0
2020-01-10,충남,가을배추,대전,5900.0
2020-01-10,충남,월동배추,대전,2944.0
2020-01-10,충남,월동배추,서울,748788.0
2020-01-10,충북,월동배추,서울,56.0
2020-01-11,강원,월동배추,부산,36000.0
2020-01-11,경기,고냉지배추,부산,3136.0
2020-01-11,경기,봄배추,대전,6774.0
2020-01-11,경기,월동배추,서울,6045.975
2020-01-11,경남,봄배추,대전,11.0
2020-01-11,경남,월동배추,대구,508.0
2020-01-11,경남,월동배추,부산,55739.0
2020-01-11,경남,월동배추,서울,367.0
2020-01-11,경북,봄배추,대전,27.0
2020-01-11,경북,월동배추,대구,3144.0
2020-01-11,경북,월동배추,서울,1440.0
2020-01-11,광주,가을배추,광주,7300.0
2020-01-11,광주,월동배추,광주,202496.0
2020-01-11,광주,월동배추,대구,5888.0
2020-01-11,광주,월동배추,부산,19974.0
2020-01-11,대구,월동배추,대구,6589.0
2020-01-11,대구,월동배추,부산,15716.0
2020-01-11,대전,가을배추,대전,19300.0
2020-01-11,대전,월동배추,대전,384.0
2020-01-11,부산,월동배추,부산,2064235.0
2020-01-11,서울,봄배추,대전,2570.0
2020-01-11,서울,월동배추,광주,960.0
2020-01-11,서울,월동배추,대전,5913.0
2020-01-11,서울,월동배추,부산,4368.0
2020-01-11,서울,월동배추,서울,30.0
2020-01-11,울산,월동배추,부산,121.0
2020-01-11,전남,가을배추,광주,4600.0
2020-01-11,전남,가을배추,대전,98400.0
2020-01-11,전남,봄배추,광주,246300.0
2020-01-11,전남,봄배추,대전,96598.0
2020-01-11,전남,월동배추,광주,357256.0
2020-01-11,전남,월동배추,대구,231496.0
2020-01-11,전남,월동배추,부산,35440.0
2020-01-11,전남,월동배추,서울,2178736.0
2020-01-11,전북,월동배추,대구,32000.0
2020-01-11,전북,월동배추,서울,33280.0
2020-01-11,충남,가을배추,대전,14900.0
2020-01-11,충남,고냉지배추,서울,128.0
2020-01-11,충남,봄배추,대전,576.0
2020-01-11,충남,월동배추,대전,3840.0
2020-01-11,충남,월동배추,서울,968630.25
2020-01-13,강원,월동배추,광주,186800.0
2020-01-13,강원,월동배추,부산,62157.0
2020-01-13,강원,월동배추,서울,600.0
2020-01-13,경기,고냉지배추,부산,2944.06
2020-01-13,경기,봄배추,대전,3904.0
2020-01-13,경기,월동배추,서울,16833.675
2020-01-13,경남,가을배추,대구,90000.0
2020-01-13,경남,고냉지배추,부산,10924.2
2020-01-13,경남,봄배추,대전,5.0
2020-01-13,경남,월동배추,대구,1548.0
2020-01-13,경남,월동배추,부산,509750.25
2020-01-13,경남,월동배추,서울,558.0
2020-01-13,경북,고냉지배추,부산,3133.98
2020-01-13,경북,봄배추,대전,15.0
2020-01-13,경북,월동배추,대구,14774.0
2020-01-13,경북,월동배추,부산,2816.0
2020-01-13,경북,월동배추,서울,475805.0
2020-01-13,광주,월동배추,광주,150644.0
2020-01-13,광주,월동배추,대구,2944.0
2020-01-13,광주,월동배추,부산,53524.0
2020-01-13,대구,가을배추,대구,175000.0
2020-01-13,대구,월동배추,대구,3725.0
2020-01-13,대구,월동배추,부산,15448.0
2020-01-13,대구,월동배추,서울,30.0
2020-01-13,대전,월동배추,대전,48433.0
2020-01-13,부산,월동배추,부산,2418529.75
2020-01-13,서울,봄배추,대전,326.0
2020-01-13,서울,월동배추,광주,896.0
2020-01-13,서울,월동배추,대전,3389.0
2020-01-13,서울,월동배추,부산,3472.0
2020-01-13,서울,월동배추,서울,25.0
2020-01-13,울산,월동배추,부산,232.0
2020-01-13,인천,월동배추,서울,720.0
2020-01-13,전남,가을배추,광주,66000.0
2020-01-13,전남,가을배추,대전,271000.0
2020-01-13,전남,고냉지배추,부산,20784.5
2020-01-13,전남,봄배추,광주,113600.0
2020-01-13,전남,봄배추,대전,174090.0
2020-01-13,전남,월동배추,광주,694628.0
2020-01-13,전남,월동배추,대구,373954.0
2020-01-13,전남,월동배추,대전,960.0
2020-01-13,전남,월동배추,부산,36636.0
2020-01-13,전남,월동배추,서울,5389542.0
2020-01-13,전북,월동배추,광주,12480.0
2020-01-13,전북,월동배추,부산,5000.0
2020-01-13,전북,월동배추,서울,146500.0
2020-01-13,충남,가을배추,대전,17300.0
2020-01-13,충남,봄배추,대전,2368.0
2020-01-13,충남,월동배추,대구,100000.0
2020-01-13,충남,월동배추,서울,400224.6
2020-01-13,충북,월동배추,대전,2560.0
2020-01-14,강원,월동배추,부산,42000.0
2020-01-14,강원,월동배추,서울,510320.0
2020-01-14,경기,고냉지배추,부산,2496.0
2020-01-14,경기,봄배추,대전,3192.0
2020-01-14,경기,월동배추,서울,9366.5375
2020-01-14,경남,월동배추,대구,3296.0
2020-01-14,경남,월동배추,부산,42250.0
2020-01-14,경남,월동배추,서울,519.84
2020-01-14,경북,고냉지배추,부산,2829.0
2020-01-14,경북,봄배추,대전,28.0
2020-01-14,경북,월동배추,대구,2169.0
2020-01-14,경북,월동배추,부산,3498.0
2020-01-14,경북,월동배추,서울,403625.0
2020-01-14,광주,가을배추,광주,20500.0
2020-01-14,광주,월동배추,광주,192556.0
2020-01-14,광주,월동배추,부산,75234.0
2020-01-14,대구,월동배추,대구,749.0
2020-01-14,대구,월동배추,부산,7408.0
2020-01-14,대구,월동배추,서울,25.0
2020-01-14,부산,월동배추,부산,372966.0
2020-01-14,서울,봄배추,대전,1285.0
2020-01-14,서울,월동배추,광주,192.0
2020-01-14,서울,월동배추,대전,18825.0
2020-01-14,서울,월동배추,부산,5752.0
2020-01-14,서울,월동배추,서울,32.0
2020-01-14,울산,월동배추,부산,136.01
2020-01-14,인천,월동배추,서울,576.0
2020-01-14,전남,가을배추,광주,37700.0
2020-01-14,전남,가을배추,대구,321900.0
2020-01-14,전남,가을배추,대전,171400.0
2020-01-14,전남,고냉지배추,부산,16170.6
2020-01-14,전남,봄배추,광주,137100.0
2020-01-14,전남,봄배추,대전,168786.0
2020-01-14,전남,월동배추,광주,442152.0
2020-01-14,전남,월동배추,대구,187024.0
2020-01-14,전남,월동배추,부산,45624.0
2020-01-14,전남,월동배추,서울,3241784.0
2020-01-14,전북,월동배추,광주,9600.0
2020-01-14,전북,월동배추,서울,39936.0
2020-01-14,제주,봄배추,대전,640.0
2020-01-14,제주,월동배추,부산,2200.0
2020-01-14,제주,월동배추,서울,110000.0
2020-01-14,충남,봄배추,대전,1856.0
2020-01-14,충남,월동배추,대구,100000.0
2020-01-14,충남,월동배추,대전,2048.0
2020-01-14,충남,월동배추,서울,255948.0
2020-01-15,강원,월동배추,광주,87300.0
2020-01-15,강원,월동배추,부산,42000.0
2020-01-15,강원,월동배추,서울,295198.0
2020-01-15,경기,고냉지배추,부산,1856.0
2020-01-15,경기,봄배추,광주,98400.0
2020-01-15,경기,봄배추,대전,4424.0
2020-01-15,경기,월동배추,서울,9981.25
2020-01-15,경남,월동배추,대구,260.0
2020-01-15,경남,월동배추,부산,275196.75
2020-01-15,경남,월동배추,서울,816.0
2020-01-15,경북,봄배추,대전,34.0
2020-01-15,경북,월동배추,대구,5672.0
2020-01-15,경북,월동배추,부산,368.0
2020-01-15,경북,월동배추,서울,293825.0
2020-01-15,광주,봄배추,광주,155600.0
2020-01-15,광주,월동배추,광주,161872.0
2020-01-15,광주,월동배추,부산,75063.0
2020-01-15,대구,월동배추,대구,6239.0
2020-01-15,대구,월동배추,부산,6656.0
2020-01-15,대구,월동배추,서울,23.0
2020-01-15,대전,가을배추,대전,5500.0
2020-01-15,대전,월동배추,대전,6425.0
2020-01-15,부산,고냉지배추,부산,1843.2
2020-01-15,부산,월동배추,부산,1337828.25
2020-01-15,서울,봄배추,대전,5.0
2020-01-15,서울,월동배추,광주,512.0
2020-01-15,서울,월동배추,대전,7244.0
2020-01-15,서울,월동배추,부산,1922.0
2020-01-15,서울,월동배추,서울,30.0
2020-01-15,울산,월동배추,부산,100.0
2020-01-15,인천,월동배추,서울,576.0
2020-01-15,전남,가을배추,광주,35900.0
2020-01-15,전남,가을배추,대전,106300.0
2020-01-15,전남,고냉지배추,부산,17015.14
2020-01-15,전남,봄배추,광주,12423.0
2020-01-15,전남,봄배추,대전,241183.0
2020-01-15,전남,월동배추,광주,483668.0
2020-01-15,전남,월동배추,대구,103912.0
2020-01-15,전남,월동배추,대전,960.0
2020-01-15,전남,월동배추,서울,3087468.8
2020-01-15,전북,가을배추,광주,5300.0
2020-01-15,전북,가을배추,대전,1800.0
2020-01-15,전북,봄배추,대전,1472.0
2020-01-15,전북,월동배추,광주,9600.0
2020-01-15,전북,월동배추,서울,118908.0
2020-01-15,제주,월동배추,부산,12000.0
2020-01-15,제주,월동배추,서울,206500.0
2020-01-15,충남,봄배추,대전,1588.0
2020-01-15,충남,월동배추,서울,36920.0
2020-01-15,충북,봄배추,대전,7744.0
2020-01-15,충북,월동배추,대전,125.0
2020-01-15,충북,월동배추,서울,768.0
2020-01-16,강원,월동배추,대구,201500.0
2020-01-16,강원,월동배추,서울,289740.0
2020-01-16,경기,고냉지배추,부산,2560.0
2020-01-16,경기,봄배추,대전,1720.0
2020-01-16,경기,월동배추,광주,1984.0
2020-01-16,경기,월동배추,서울,10253.3125
2020-01-16,경남,월동배추,부산,82379.5
2020-01-16,경남,월동배추,서울,427.0
2020-01-16,경북,고냉지배추,부산,3600.0
2020-01-16,경북,봄배추,대전,22.0
2020-01-16,경북,월동배추,대구,2425.0
2020-01-16,경북,월동배추,부산,638.16
2020-01-16,경북,월동배추,서울,392502.0
2020-01-16,광주,가을배추,광주,2900.0
2020-01-16,광주,봄배추,광주,30300.0
2020-01-16,광주,월동배추,광주,170740.0
2020-01-16,광주,월동배추,부산,34944.0
2020-01-16,대구,월동배추,대구,7349.0
2020-01-16,대구,월동배추,부산,2700.0
2020-01-16,대구,월동배추,서울,20.0
2020-01-16,대전,가을배추,대전,38000.0
2020-01-16,대전,월동배추,대전,8084.0
2020-01-16,부산,월동배추,부산,1327036.75
2020-01-16,서울,봄배추,대전,5.0
2020-01-16,서울,월동배추,광주,192.0
2020-01-16,서울,월동배추,대전,20558.0
2020-01-16,서울,월동배추,부산,896.0
2020-01-16,서울,월동배추,서울,142593.0
2020-01-16,울산,월동배추,부산,80.0
2020-01-16,전남,가을배추,대구,140000.0
2020-01-16,전남,가을배추,대전,73200.0
2020-01-16,전남,고냉지배추,광주,650.0
2020-01-16,전남,고냉지배추,부산,11485.0
2020-01-16,전남,봄배추,광주,33500.0
2020-01-16,전남,봄배추,대전,256922.0
2020-01-16,전남,월동배추,광주,314012.0
2020-01-16,전남,월동배추,대구,186236.0
2020-01-16,전남,월동배추,부산,750.0
2020-01-16,전남,월동배추,서울,2997848.0
2020-01-16,전북,고냉지배추,광주,160.0
2020-01-16,전북,월동배추,광주,7040.0
2020-01-16,전북,월동배추,서울,167484.0
2020-01-16,제주,가을배추,대전,61500.0
2020-01-16,제주,월동배추,서울,9.0
2020-01-16,충남,봄배추,대전,500.0
2020-01-16,충남,월동배추,서울,202553.2
2020-01-16,충북,가을배추,대전,22600.0
2020-01-16,충북,고냉지배추,서울,1920.0
2020-01-16,충북,봄배추,대전,1992.0
2020-01-16,충북,월동배추,대전,100.0
2020-01-16,충북,월동배추,서울,756.0
2020-01-17,강원,고냉지배추,부산,9089.58
2020-01-17,강원,월동배추,광주,98600.0
2020-01-17,강원,월동배추,부산,20212.5
2020-01-17,강원,월동배추,서울,4600.0
2020-01-17,경기,고냉지배추,부산,1920.0
2020-01-17,경기,봄배추,대전,2736.0
2020-01-17,경기,월동배추,광주,3200.0
2020-01-17,경기,월동배추,서울,9791.6
2020-01-17,경남,가을배추,대구,1300.0
2020-01-17,경남,월동배추,대구,522.0
2020-01-17,경남,월동배추,부산,248838.75
2020-01-17,경남,월동배추,서울,562.0
2020-01-17,경북,고냉지배추,부산,2312.75
2020-01-17,경북,봄배추,대전,351.0
2020-01-17,경북,월동배추,대구,13012.0
2020-01-17,경북,월동배추,부산,1120.0
2020-01-17,경북,월동배추,서울,106670.0
2020-01-17,광주,봄배추,광주,4900.0
2020-01-17,광주,월동배추,광주,60356.0
2020-01-17,광주,월동배추,부산,29860.0
2020-01-17,대구,월동배추,대구,6355.0
2020-01-17,대구,월동배추,부산,4328.0
2020-01-17,대전,가을배추,대전,67700.0
2020-01-17,대전,월동배추,대전,6976.0
2020-01-17,부산,월동배추,부산,577885.5
2020-01-17,서울,봄배추,대전,250.0
2020-01-17,서울,월동배추,광주,384.0
2020-01-17,서울,월동배추,대전,14092.0
2020-01-17,서울,월동배추,부산,2176.0
2020-01-17,서울,월동배추,서울,30.0
2020-01-17,울산,월동배추,부산,160.0
2020-01-17,전남,가을배추,대구,100000.0
2020-01-17,전남,가을배추,대전,227600.0
2020-01-17,전남,고냉지배추,광주,200.0
