날짜,도매지역,총거래물량,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심신적설(cm)
2021-01-20,광주,485960.0,0.7573475829725831,-6.828648538961039,9.02893759018759,0.0,0.0,3.0099549062049062,1.25132215007215,54.506827200577206,8.616544011544011,6.651729121572871,0.0
2021-01-21,광주,651325.0,5.717052218614719,0.0914348845598844,10.671511093073594,4.327062815656566,4.740026605339105,3.1633680555555554,1.2373435245310245,74.2222077922078,3.023134469696969,3.389149576118326,0.0
2021-01-22,광주,974625.0,7.529668109668109,5.4538676948051945,10.079310966810969,3.475481105699856,1.9351118326118328,3.0900906385281384,1.178655753968254,94.16186688311689,0.322913961038961,1.836310064935065,0.0
2021-01-23,광주,597272.0,8.342210046897547,5.879384018759019,11.291272997835495,3.0590561868686867,3.7601149891774894,5.3950915404040405,2.8437310606060606,80.82094200937951,1.2975852272727273,2.489124594155844,0.0
2021-01-24,광주,669168.0,7.432404852092352,3.715640331890332,12.19549963924964,0.3527730429292929,0.0428589466089465,4.466340187590188,2.085268308080808,70.44401334776335,5.86622564935065,5.473847086940837,0.0
2021-01-25,광주,741064.0,7.253315746753247,3.006985930735931,13.177505862193362,0.0,0.0,4.266979166666666,1.8196257215007217,70.65291305916305,7.118968253968254,6.046421401515151,0.0
2021-01-26,광주,953816.0,5.7015958694083695,3.413733315295816,7.980959145021645,4.747910082972583,6.991589556277056,4.478772095959596,1.8419376803751804,87.12528138528138,0.1157760642135642,1.4235483405483405,0.0
2021-01-27,광주,589396.0,3.8503445165945167,0.3931475468975469,8.726907016594517,0.0,0.0,5.266867334054834,2.0886232864357863,53.22144435425685,7.465113185425686,6.140970193001443,0.0
2021-01-28,광주,552896.0,0.0217573051948051,-5.679407918470418,6.750657467532467,2.0288871302308804,1.1220616883116885,9.04957702020202,3.7619300144300154,59.90772186147186,4.39703373015873,4.024440295815296,0.6879910714285714
2021-01-29,광주,744056.0,-5.043763979076479,-8.25854347041847,-0.9229883658008656,0.9065405844155844,0.0710267857142857,6.9435989357864365,3.513048791486292,46.59988771645021,8.384338023088024,6.707515106421356,0.0798498376623376
2021-01-30,광주,395856.0,0.5668046536796537,-7.011828102453102,7.756468704906204,1.272747564935065,0.083125,5.406472763347764,2.1324143217893217,61.594238816738816,5.814573863636364,5.541043605699856,0.05
2021-01-31,광주,837166.0,4.601038059163059,-3.1715002705627704,11.352606872294372,0.3798710317460317,0.4948660714285714,4.518682359307359,1.750799062049062,62.68155257936508,7.6099761002886,6.441286345598845,0.0
2021-02-01,광주,1278476.0,7.297444083694084,3.0236931818181816,11.040333694083694,3.653154265873016,9.84822104978355,6.272592893217893,2.5747474747474746,81.28936643217894,1.0754473304473304,2.593649576118326,0.0
2021-02-02,광주,489884.0,-1.642042297979798,-4.428935335497836,3.8938735569985568,0.7231879058441558,0.0305357142857142,6.571459235209235,3.691101641414141,42.79727408008658,9.255244408369409,8.016689484126983,0.0267410714285714
2021-02-03,광주,663291.0,-1.177698412698413,-6.729324494949495,3.788943903318904,1.3097909902597402,0.830588474025974,5.124203643578643,2.177682178932179,53.49818362193362,8.850930735930737,7.7161473665223665,0.688125
2021-02-04,광주,868128.5,0.3821239177489177,-3.4279622113997115,4.633915043290044,0.5761083603896103,0.6084248737373738,6.0106746031746034,2.680675505050505,48.67284992784993,9.463232774170274,8.238563356782107,0.1485430194805194
2021-02-05,광주,922177.0,2.1487896825396824,-4.045729617604618,7.866057449494949,0.1709375,0.0734375,4.242054022366522,1.8114885461760464,55.16229572510822,4.637316017316017,5.273877029220779,0.0
2021-02-06,광주,1105692.0,6.184154491341992,0.2007012085137084,11.63446654040404,0.0144196428571428,0.0,4.417753427128427,1.977862103174603,70.34962211399711,4.987100018037518,4.883553481240981,0.0
2021-02-07,광주,5704.0,6.125371572871573,0.8437076118326119,11.6702647005772,0.0849350649350649,0.0846590909090909,5.149375901875902,2.292782287157287,64.75532693001443,7.478698142135642,6.613968524531025,0.0136363636363636
2021-02-08,광주,897849.0,-0.384527417027417,-3.230852723665224,3.5622492784992783,0.0907548701298701,0.1511363636363636,6.43613952020202,3.467647907647908,42.17392586580087,9.439072871572872,8.561203327922078,0.1329545454545454
2021-02-09,광주,670448.0,0.4552196067821068,-5.023769841269841,6.5146703643578645,0.015625,0.0045454545454545,4.680482954545455,2.113111471861472,46.8619724025974,9.445718795093796,8.672019255050506,0.0039772727272727
2021-02-10,광주,454860.0,3.400107323232324,-2.570127615440116,9.638511904761906,0.0,0.0,4.126902958152958,1.7755988455988456,61.56737734487734,6.889834054834054,6.6014853896103896,0.0
2021-02-11,광주,1600.0,5.41844696969697,0.2626339285714285,11.414545905483406,0.0,0.0,3.253837481962482,1.262296626984127,68.38339195526696,5.168571428571428,5.978557674963925,0.0
2021-02-12,광주,102113.0,7.000059072871573,1.359787608225108,15.0466341991342,0.04484375,0.0,3.202130681818182,1.131758207070707,61.53095102813853,7.673024440836941,7.449456845238095,0.0
2021-02-13,광주,202626.0,7.762872474747475,0.4555275974025973,16.78024440836941,0.0,0.0,3.1057481060606063,1.1432341269841269,57.35291711760462,9.13867243867244,8.277802173520923,0.0
2021-02-14,광주,303139.0,9.113495670995672,4.365404491341991,14.364430465367963,2.742587977994228,3.330970869408369,3.108134018759019,1.0032061688311689,70.68490665584416,0.9512572150072148,3.457110524891775,0.0
2021-02-15,광주,403652.0,3.908201208513709,-1.7980803571428572,9.268931277056277,2.089219696969697,0.6230239898989899,8.133694083694083,3.978522276334776,65.35402958152957,5.268004599567099,5.751553706709957,0.0
2021-02-16,광주,882696.0,-1.3972294372294372,-4.83076884920635,3.428688221500721,1.8180905483405485,1.1843262987012986,7.385550595238095,3.339789862914863,55.49616251803752,6.108915494227994,6.47205294011544,0.7411404220779221
2021-02-17,광주,390428.0,-5.499145021645021,-7.384621212121212,-2.675232233044733,2.791935470779221,0.5151258116883116,8.102373286435787,4.969139159451659,51.51113365800866,7.49519705988456,7.4677222673160175,0.4841599025974026
2021-02-18,광주,150782.0,-3.915717893217893,-8.167062139249639,0.4601893939393939,2.406213474025974,0.240101461038961,6.484282106782107,3.5089407467532467,54.04922799422799,8.490977182539682,7.980124143217893,0.3582183441558442
2021-02-19,광주,399848.0,3.0525148809523808,-5.47949990981241,10.21375992063492,0.0,0.0,5.96770156926407,2.779079635642136,59.561088113275616,9.753448322510822,9.185011363636365,0.0
2021-02-20,광주,407300.0,10.12681277056277,4.460611922799423,16.59006718975469,0.0,0.0,6.031355970418471,2.9279238816738817,62.19906114718615,9.037583423520925,8.362836534992786,0.0
2021-02-21,광주,777930.0,12.88263437950938,5.172381403318903,20.699482323232324,0.0,0.0,6.731985028860029,3.135838744588745,57.65891369047619,9.854072871572871,8.96611286976912,0.0
2021-02-22,광주,1148560.0,10.6972362012987,3.926669823232323,17.97187003968254,0.0,0.0,6.643296807359308,2.9616824494949494,57.54401920995672,8.843251262626262,8.033583062770562,0.0
2021-02-23,광주,665260.0,3.230226821789322,-0.89150477994228,8.516766774891774,0.0615340909090909,0.0375,5.047006673881674,2.6161435786435785,39.01568587662338,9.562900883838385,9.057402777777778,0.0119318181818181
2021-02-24,광주,1040916.0,4.037644751082251,-1.0489993686868686,10.522252435064935,0.0102678571428571,0.0,3.711232864357864,1.5872470238095238,46.27609036796537,6.06909632034632,7.091245941558442,0.0
2021-02-25,광주,805378.0,4.932992875180375,0.7672172619047618,8.924167568542568,3.1279171176046177,3.844517045454545,3.610898268398268,1.5109559884559884,67.98365124458874,0.4330551046176046,2.744714330808081,0.0
2021-02-26,광주,603280.0,8.065474386724388,2.8579004329004327,13.702061237373735,1.6493084866522367,1.264592352092352,6.129309163059164,2.986301406926407,58.11080717893218,6.862583874458874,8.097635912698413,0.0
2021-02-27,광주,400476.0,7.8071554834054835,3.878930826118326,12.175835588023087,0.004715909090909,0.0809375,6.404531926406927,3.542118055555556,56.593890241702745,6.386306818181819,7.509558306277057,0.0
2021-02-28,광주,642772.0,8.003517316017316,2.504234307359307,12.622539682539683,1.0963713023088024,0.2787955447330447,4.137333603896104,1.754203192640693,67.54145066738816,2.1570413961038963,4.613921130952381,0.0
2021-03-01,광주,885068.0,8.519998196248196,3.1299255952380958,13.297662788600288,9.709627525252523,48.1874062049062,7.093299512987013,2.986918740981241,92.90279852092353,0.0015625,1.0706617063492063,0.1793465909090908
2021-03-02,광주,503428.0,2.978759018759019,0.0624098124098124,6.745373376623377,1.720338474025974,2.712311958874459,5.227632124819625,2.524701479076479,77.80090007215007,4.230263347763348,6.639277867965368,0.1585227272727272
2021-03-03,광주,533740.0,4.173631854256854,-1.4508662518037516,9.807801226551229,0.0,0.0,3.543972763347764,1.496918740981241,69.49452651515152,8.490372925685426,9.104864448051949,0.0
2021-03-04,광주,647640.0,6.601924152236652,2.1971559343434346,11.088125901875902,2.953856691919192,5.858869498556999,3.514074675324675,1.4247285353535353,78.44643082611833,0.8371640512265512,4.140142857142857,0.0
2021-03-05,광주,704304.0,9.337444985569986,3.785372474747475,16.87771013708514,0.5626589556277056,0.1956845238095238,4.087188852813853,1.665670995670996,76.18030889249638,8.081493055555555,9.633354437229436,0.0
2021-03-06,광주,327900.0,6.91498556998557,3.673825306637807,12.216435335497836,1.0298295454545454,0.22625,5.893713023088023,2.8346563852813853,73.35111246392496,3.127499098124098,5.725844065656566,0.0
2021-03-07,광주,550596.0,6.152412518037518,3.3180632215007213,10.58882215007215,0.0764772727272727,0.0107954545454545,4.164409722222223,2.0389330808080808,70.47739673520924,4.122911255411255,6.971463744588744,0.0
2021-03-08,광주,773292.0,6.670359397546897,1.3269178391053391,13.396181908369408,0.0,0.0005681818181818,4.234728535353535,1.6913451479076478,70.2340854978355,8.992301587301586,10.15121645021645,0.0
2021-03-09,광주,355348.0,7.573311237373737,2.6571360930735928,13.558568272005772,0.0,0.0,4.456886273448774,1.7712405303030303,62.8020689033189,7.3324427308802305,8.735331304112554,0.0
2021-03-10,광주,858436.0,8.491048881673882,1.9651542207792208,15.820905032467532,0.0,0.0,4.631586850649351,2.029685245310245,59.14258116883117,10.221809163059165,10.773325036075036,0.0
2021-03-11,광주,316880.0,9.912213654401157,2.741066919191919,17.214165764790764,0.4298635912698412,1.4592013888888888,3.660090187590188,1.4539109848484848,62.23178796897547,7.585998827561328,9.171284722222223,0.0
2021-03-12,광주,509392.0,8.978124098124098,7.040064935064935,11.671516053391054,14.41076361832612,12.750287698412698,4.892992424242424,2.3133175505050505,82.60434298340549,0.3493303571428571,2.802464420995671,0.0
2021-03-13,광주,213696.0,8.860316107503607,4.117756132756133,14.70047573953824,0.0,0.0,4.258095689033189,1.8223493867243867,72.12979121572872,8.184839015151516,9.479986967893218,0.0
2021-03-14,광주,441624.0,8.936777597402598,3.869520652958153,14.934259108946607,0.0,0.0,3.910613275613276,1.5330298520923522,73.19920093795093,7.855243957431457,9.584513347763348,0.0
2021-03-15,광주,669552.0,11.164486381673882,3.669651875901876,17.34836985930736,0.4959577922077922,0.4441170634920635,5.117983405483406,1.9457656926406923,68.48654220779221,7.0811674783549785,8.706834325396825,0.0
2021-03-16,광주,480080.0,11.26012445887446,5.680782377344878,16.820579906204905,1.7823775252525251,2.073566468253968,5.718531746031746,2.8318925865800866,59.647921176046175,9.559871933621933,11.085596771284273,0.0
2021-03-17,광주,745184.0,8.964293831168831,2.18635101010101,16.66535579004329,0.0,0.0,4.274635642135642,1.8361882215007213,58.37683351370851,9.921999007936508,11.142815566378069,0.0
