날짜,지역,배추가격,물가지수,배추 수입량,무가격,공급량
2020-03-22,광주,9181,99.94,0.0,9181,697378.0
2020-03-23,광주,9000,99.94,0.0,9000,706823.7
2020-03-24,광주,9000,99.94,0.0,9000,714141.94
2020-03-25,광주,9000,99.94,0.0,9000,718902.25
2020-03-26,광주,9000,99.94,0.0,9000,725977.3
2020-03-27,광주,9000,99.94,0.0,9000,716208.94
2020-03-28,광주,10318,99.94,0.0,10318,715696.7
2020-03-29,광주,10090,99.94,0.0,10090,709539.94
2020-03-30,광주,10000,99.94,0.0,10000,714064.8
2020-03-31,광주,9000,99.94,0.0,9000,709131.75
2020-04-01,광주,9000,99.5,0.0,9000,708254.06
2020-04-02,광주,10000,99.5,0.0,10000,698768.44
2020-04-03,광주,10000,99.5,0.0,10000,697245.4
2020-04-04,광주,10272,99.5,0.0,10272,691409.8
2020-04-05,광주,9363,99.5,0.0,9363,693931.7
2020-04-06,광주,9000,99.5,0.0,9000,687733.9
2020-04-07,광주,9000,99.5,0.0,9000,685492.0
2020-04-08,광주,9000,99.5,0.0,9000,686599.3
2020-04-09,광주,10000,99.5,0.0,10000,680599.9
2020-04-10,광주,10000,99.5,0.0,10000,682505.0
2020-04-11,광주,10590,99.5,0.0,10590,676297.94
2020-04-12,광주,9454,99.5,0.0,9454,671068.7
2020-04-13,광주,10000,99.5,0.0,10000,669205.7
2020-04-14,광주,10000,99.5,0.0,10000,665095.3
2020-04-15,광주,10500,99.5,0.0,10500,669425.75
2020-04-16,광주,10000,99.5,0.0,10000,663563.1
2020-04-17,광주,10000,99.5,0.0,10000,668034.6
2020-04-18,광주,11590,99.5,0.0,11590,660444.3
2020-04-19,광주,10454,99.5,0.0,10454,664474.6
2020-04-20,광주,10000,99.5,0.0,10000,658138.56
2020-04-21,광주,10000,99.5,0.0,10000,665612.5
2020-04-22,광주,11000,99.5,0.0,11000,665138.5
2020-04-23,광주,12000,99.5,0.0,12000,676594.6
2020-04-24,광주,13000,99.5,0.0,13000,671588.3
2020-04-25,광주,13000,99.5,0.0,13000,675039.94
2020-04-26,광주,13000,99.5,0.0,13000,669775.4
2020-04-27,광주,13000,99.5,0.0,13000,675034.06
2020-04-28,광주,15000,99.5,0.0,15000,677278.3
2020-04-29,광주,16000,99.5,0.0,16000,685372.56
2020-04-30,광주,16380,99.5,0.0,16380,682568.75
2020-05-01,광주,16857,99.44,0.0,16857,688067.1
2020-05-02,광주,17333,99.44,0.0,17333,680608.9
2020-05-03,광주,17809,99.44,0.0,17809,677019.9
2020-05-04,광주,16000,99.44,0.0,16000,669570.25
2020-05-05,광주,15000,99.44,0.0,15000,655395.8
2020-05-06,광주,14000,99.44,0.0,14000,655705.5
2020-05-07,광주,13000,99.44,0.0,13000,646219.9
2020-05-08,광주,13500,99.44,0.0,13500,650631.1
2020-05-09,광주,10727,99.44,0.0,10727,642954.44
2020-05-10,광주,11636,99.44,0.0,11636,640387.8
2020-05-11,광주,12500,99.44,0.0,12500,628143.7
2020-05-12,광주,12000,99.44,0.0,12000,641933.2
2020-05-13,광주,10000,99.44,0.0,10000,633350.8
2020-05-14,광주,10000,99.44,0.0,10000,651644.06
2020-05-15,광주,10000,99.44,0.0,10000,638153.1
2020-05-16,광주,10636,99.44,0.0,10636,640922.4
2020-05-17,광주,10181,99.44,0.0,10181,622995.7
2020-05-18,광주,10000,99.44,0.0,10000,633737.94
2020-05-19,광주,11000,99.44,0.0,11000,621462.94
2020-05-20,광주,11000,99.44,0.0,11000,646547.06
2020-05-21,광주,12000,99.44,0.0,12000,642750.8
2020-05-22,광주,12000,99.44,0.0,12000,671135.25
2020-05-23,광주,13909,99.44,0.0,13909,666378.06
2020-05-24,광주,12545,99.44,0.0,12545,694113.44
2020-05-25,광주,11000,99.44,0.0,11000,689503.44
2020-05-26,광주,10000,99.44,0.0,10000,709345.5
2020-05-27,광주,10000,99.44,0.0,10000,714786.94
2020-05-28,광주,10000,99.44,0.0,10000,731320.8
2020-05-29,광주,10000,99.44,0.0,10000,745609.6
2020-05-30,광주,13181,99.44,0.0,13181,766481.56
2020-05-31,광주,10909,99.44,0.0,10909,776351.06
2020-06-01,광주,9000,99.71,0.0,9000,785951.5
2020-06-02,광주,9000,99.71,0.0,9000,794160.5
2020-06-03,광주,8000,99.71,0.0,8000,808037.44
2020-06-04,광주,8000,99.71,0.0,8000,812436.25
2020-06-05,광주,7000,99.71,0.0,7000,832689.75
2020-06-06,광주,9000,99.71,0.0,9000,838344.5
2020-06-07,광주,9000,99.71,0.0,9000,858565.3
2020-06-08,광주,8000,99.71,0.0,8000,867374.94
2020-06-09,광주,8000,99.71,0.0,8000,882816.75
2020-06-10,광주,8000,99.71,0.0,8000,885715.9
2020-06-11,광주,8000,99.71,0.0,8000,891645.5
2020-06-12,광주,8000,99.71,0.0,8000,885802.75
2020-06-13,광주,9454,99.71,0.0,9454,888971.0
2020-06-14,광주,11272,99.71,0.0,11272,887782.06
2020-06-15,광주,10000,99.71,0.0,10000,891358.8
2020-06-16,광주,10000,99.71,0.0,10000,900705.94
2020-06-17,광주,9000,99.71,0.0,9000,899545.9
2020-06-18,광주,9000,99.71,0.0,9000,901828.6
2020-06-19,광주,9000,99.71,0.0,9000,902294.6
2020-06-20,광주,9581,99.71,0.0,9581,903162.9
2020-06-21,광주,10309,99.71,0.0,10309,909596.9
2020-06-22,광주,10100,99.71,0.0,10100,914959.2
2020-06-23,광주,10100,99.71,0.0,10100,929311.75
2020-06-24,광주,10100,99.71,0.0,10100,930126.2
2020-06-25,광주,9620,99.71,0.0,9620,942264.75
2020-06-26,광주,9620,99.71,0.0,9620,944432.56
2020-06-27,광주,8954,99.71,0.0,8954,962647.1
2020-06-28,광주,8272,99.71,0.0,8272,963397.44
2020-06-29,광주,9000,99.71,0.0,9000,969829.9
2020-06-30,광주,9000,99.71,0.0,9000,976201.06
2020-07-01,광주,9500,99.63,0.0,9500,1000929.94
2020-07-02,광주,8750,99.63,0.0,8750,1036141.2
2020-07-03,광주,8750,99.63,0.0,8750,1040338.56
2020-07-04,광주,9127,99.63,0.0,9127,1050906.4
2020-07-05,광주,8036,99.63,0.0,8036,1047076.9
2020-07-06,광주,8750,99.63,0.0,8750,1058619.2
2020-07-07,광주,9500,99.63,0.0,9500,1051183.6
2020-07-08,광주,9500,99.63,0.0,9500,1064629.2
2020-07-09,광주,9500,99.63,0.0,9500,1057653.6
2020-07-10,광주,9500,99.63,0.0,9500,1070582.2
2020-07-11,광주,10636,99.63,0.0,10636,1064276.1
2020-07-12,광주,10181,99.63,0.0,10181,1078399.9
2020-07-13,광주,10700,99.63,0.0,10700,1078237.4
2020-07-14,광주,11700,99.63,0.0,11700,1103943.8
2020-07-15,광주,12700,99.63,0.0,12700,1114175.1
2020-07-16,광주,12450,99.63,0.0,12450,1133574.8
2020-07-17,광주,11975,99.63,0.0,11975,1128339.1
2020-07-18,광주,13727,99.63,0.0,13727,1133206.9
2020-07-19,광주,14636,99.63,0.0,14636,1126402.2
2020-07-20,광주,14200,99.63,0.0,14200,1128975.8
2020-07-21,광주,15200,99.63,0.0,15200,1138039.1
2020-07-22,광주,14200,99.63,0.0,14200,1148135.4
2020-07-23,광주,13500,99.63,0.0,13500,1130773.6
2020-07-24,광주,13500,99.63,0.0,13500,1149119.6
2020-07-25,광주,13345,99.63,0.0,13345,1145618.5
2020-07-26,광주,12527,99.63,0.0,12527,1182100.5
2020-07-27,광주,14500,99.63,0.0,14500,1171634.9
2020-07-28,광주,15500,99.63,0.0,15500,1181168.6
2020-07-29,광주,15500,99.63,0.0,15500,1163579.9
2020-07-30,광주,14500,99.63,0.0,14500,1165811.0
2020-07-31,광주,13500,99.63,0.0,13500,1146825.8
2020-08-01,광주,14272,100.19,0.5,14272,1150935.9
2020-08-02,광주,13363,100.19,0.5,13363,1124576.9
2020-08-03,광주,14500,100.19,0.5,14500,1133059.4
2020-08-04,광주,12500,100.19,0.5,12500,1115063.5
2020-08-05,광주,11500,100.19,0.5,11500,1131159.4
2020-08-06,광주,13500,100.19,0.5,13500,1116019.1
2020-08-07,광주,16500,100.19,0.5,16500,1137507.9
2020-08-08,광주,17418,100.19,0.5,17418,1126424.5
2020-08-09,광주,16690,100.19,0.5,16690,1134578.8
2020-08-10,광주,17500,100.19,0.5,17500,1124732.0
2020-08-11,광주,18500,100.19,0.5,18500,1131782.5
2020-08-12,광주,19500,100.19,0.5,19500,1126961.9
2020-08-13,광주,20500,100.19,0.5,20500,1126816.1
2020-08-14,광주,20500,100.19,0.5,20500,1124631.0
2020-08-15,광주,23450,100.19,0.5,23450,1128535.2
2020-08-16,광주,22762,100.19,0.5,22762,1131179.1
2020-08-17,광주,22075,100.19,0.5,22075,1134500.4
2020-08-18,광주,19500,100.19,0.5,19500,1131812.1
2020-08-19,광주,19500,100.19,0.5,19500,1127669.6
2020-08-20,광주,20500,100.19,0.5,20500,1118768.9
2020-08-21,광주,20500,100.19,0.5,20500,1114765.4
2020-08-22,광주,24090,100.19,0.5,24090,1100959.5
2020-08-23,광주,25454,100.19,0.5,25454,1097087.2
2020-08-24,광주,24500,100.19,0.5,24500,1084564.5
2020-08-25,광주,23500,100.19,0.5,23500,1076916.6
2020-08-26,광주,25500,100.19,0.5,25500,1068478.6
2020-08-27,광주,26500,100.19,0.5,26500,1062990.0
2020-08-28,광주,27500,100.19,0.5,27500,1085063.1
2020-08-29,광주,23454,100.19,0.5,23454,1095714.9
2020-08-30,광주,20272,100.19,0.5,20272,1096100.5
2020-08-31,광주,26500,100.19,0.5,26500,1080692.2
2020-09-01,광주,23500,100.74,232.0,23500,1078078.9
2020-09-02,광주,19500,100.74,232.0,19500,1067330.9
2020-09-03,광주,22500,100.74,232.0,22500,1078265.1
2020-09-04,광주,23500,100.74,232.0,23500,1113714.2
2020-09-05,광주,24636,100.74,232.0,24636,1165163.4
2020-09-06,광주,24181,100.74,232.0,24181,1155702.5
2020-09-07,광주,23500,100.74,232.0,23500,1204881.6
2020-09-08,광주,26500,100.74,232.0,26500,1204412.8
2020-09-09,광주,24500,100.74,232.0,24500,1283672.8
2020-09-10,광주,25500,100.74,232.0,25500,1282335.5
2020-09-11,광주,24500,100.74,232.0,24500,1348574.8
2020-09-12,광주,26381,100.74,232.0,26381,1312480.5
2020-09-13,광주,28109,100.74,232.0,28109,1360244.5
2020-09-14,광주,28500,100.74,232.0,28500,1317482.0
2020-09-15,광주,26500,100.74,232.0,26500,1358779.4
2020-09-16,광주,28500,100.74,232.0,28500,1313180.0
2020-09-17,광주,27500,100.74,232.0,27500,1341345.1
2020-09-18,광주,28500,100.74,232.0,28500,1299731.2
2020-09-19,광주,30400,100.74,232.0,30400,1322731.5
2020-09-20,광주,28400,100.74,232.0,28400,1288889.5
2020-09-21,광주,27500,100.74,232.0,27500,1312840.8
2020-09-22,광주,26500,100.74,232.0,26500,1283892.9
2020-09-23,광주,24500,100.74,232.0,24500,1307906.0
2020-09-24,광주,26500,100.74,232.0,26500,1289195.5
2020-09-25,광주,25500,100.74,232.0,25500,1322021.9
2020-09-26,광주,27418,100.74,232.0,27418,1306880.1
2020-09-27,광주,26690,100.74,232.0,26690,1344496.5
2020-09-28,광주,25500,100.74,232.0,25500,1326612.6
2020-09-29,광주,25500,100.74,232.0,25500,1366620.8
2020-09-30,광주,28138,100.74,232.0,28138,1347857.1
2020-10-01,광주,27061,100.18,303.1,27061,1387275.9
2020-10-02,광주,25984,100.18,303.1,25984,1370354.8
2020-10-03,광주,24907,100.18,303.1,24907,1411653.9
2020-10-04,광주,23830,100.18,303.1,23830,1389202.6
2020-10-05,광주,28500,100.18,303.1,28500,1425858.0
2020-10-06,광주,24500,100.18,303.1,24500,1415281.1
2020-10-07,광주,24500,100.18,303.1,24500,1480286.5
2020-10-08,광주,24500,100.18,303.1,24500,1471463.8
2020-10-09,광주,18375,100.18,303.1,18375,1537228.2
2020-10-10,광주,16343,100.18,303.1,16343,1546544.1
2020-10-11,광주,14312,100.18,303.1,14312,1606342.6
2020-10-12,광주,15850,100.18,303.1,15850,1609721.2
2020-10-13,광주,14350,100.18,303.1,14350,1641341.5
2020-10-14,광주,12500,100.18,303.1,12500,1640799.1
2020-10-15,광주,11000,100.18,303.1,11000,1675341.4
2020-10-16,광주,10000,100.18,303.1,10000,1677521.4
2020-10-17,광주,9295,100.18,303.1,9295,1697430.6
2020-10-18,광주,8727,100.18,303.1,8727,1709081.2
2020-10-19,광주,10000,100.18,303.1,10000,1709798.4
2020-10-20,광주,9500,100.18,303.1,9500,1727366.8
2020-10-21,광주,8500,100.18,303.1,8500,1744026.0
2020-10-22,광주,7500,100.18,303.1,7500,1755229.4
2020-10-23,광주,8500,100.18,303.1,8500,1777736.5
2020-10-24,광주,8200,100.18,303.1,8200,1811520.8
2020-10-25,광주,7200,100.18,303.1,7200,1864677.4
2020-10-26,광주,7500,100.18,303.1,7500,1920589.1
2020-10-27,광주,7500,100.18,303.1,7500,1953691.6
2020-10-28,광주,6500,100.18,303.1,6500,1984323.0
2020-10-29,광주,5500,100.18,303.1,5500,1999924.4
2020-10-30,광주,6500,100.18,303.1,6500,2035757.1
2020-10-31,광주,6609,100.18,303.1,6609,2044043.1
2020-11-01,광주,6745,100.09,1.6,6745,2084419.4
2020-11-02,광주,5500,100.09,1.6,5500,2078180.5
2020-11-03,광주,6500,100.09,1.6,6500,2117555.0
2020-11-04,광주,5500,100.09,1.6,5500,2127303.0
2020-11-05,광주,5500,100.09,1.6,5500,2183740.8
2020-11-06,광주,5500,100.09,1.6,5500,2199177.5
2020-11-07,광주,6536,100.09,1.6,6536,2224469.5
2020-11-08,광주,6581,100.09,1.6,6581,2213486.0
2020-11-09,광주,5500,100.09,1.6,5500,2247028.8
2020-11-10,광주,5500,100.09,1.6,5500,2255687.8
2020-11-11,광주,6500,100.09,1.6,6500,2309311.8
2020-11-12,광주,6500,100.09,1.6,6500,2304401.2
2020-11-13,광주,7250,100.09,1.6,7250,2341043.0
2020-11-14,광주,6763,100.09,1.6,6763,2336082.2
2020-11-15,광주,6218,100.09,1.6,6218,2369362.5
2020-11-16,광주,6250,100.09,1.6,6250,2365538.0
2020-11-17,광주,7120,100.09,1.6,7120,2393969.0
2020-11-18,광주,7550,100.09,1.6,7550,2382688.0
2020-11-19,광주,8250,100.09,1.6,8250,2407981.5
2020-11-20,광주,8250,100.09,1.6,8250,2426546.0
2020-11-21,광주,7636,100.09,1.6,7636,2513300.8
2020-11-22,광주,7181,100.09,1.6,7181,2567127.0
2020-11-23,광주,7250,100.09,1.6,7250,2643566.5
2020-11-24,광주,6250,100.09,1.6,6250,2638580.8
2020-11-25,광주,7250,100.09,1.6,7250,2731703.8
2020-11-26,광주,7250,100.09,1.6,7250,2715474.8
2020-11-27,광주,6250,100.09,1.6,6250,2754877.0
2020-11-28,광주,5909,100.09,1.6,5909,2709896.2
2020-11-29,광주,4545,100.09,1.6,4545,2762541.2
2020-11-30,광주,5250,100.09,1.6,5250,2730971.5
2020-12-01,광주,6250,100.33,105.6,6250,2775436.8
2020-12-02,광주,6250,100.33,105.6,6250,2695480.5
2020-12-03,광주,5250,100.33,105.6,5250,2680496.8
2020-12-04,광주,5375,100.33,105.6,5375,2588552.5
2020-12-05,광주,5218,100.33,105.6,5218,2582146.0
2020-12-06,광주,5062,100.33,105.6,5062,2465260.2
2020-12-07,광주,5250,100.33,105.6,5250,2466411.0
2020-12-08,광주,5250,100.33,105.6,5250,2349288.2
2020-12-09,광주,5250,100.33,105.6,5250,2342586.5
2020-12-10,광주,5250,100.33,105.6,5250,2251537.2
2020-12-11,광주,5250,100.33,105.6,5250,2223848.8
2020-12-12,광주,5109,100.33,105.6,5109,2124551.8
2020-12-13,광주,5245,100.33,105.6,5245,2103039.2
2020-12-14,광주,5500,100.33,105.6,5500,2030429.6
2020-12-15,광주,5500,100.33,105.6,5500,1887862.2
2020-12-16,광주,5750,100.33,105.6,5750,1790758.6
2020-12-17,광주,5750,100.33,105.6,5750,1615840.2
2020-12-18,광주,5750,100.33,105.6,5750,1515125.6
2020-12-19,광주,5318,100.33,105.6,5318,1364448.9
2020-12-20,광주,5090,100.33,105.6,5090,1288652.5
2020-12-21,광주,5500,100.33,105.6,5500,1183048.2
2020-12-22,광주,5500,100.33,105.6,5500,1127515.6
2020-12-23,광주,5000,100.33,105.6,5000,1066580.6
2020-12-24,광주,5000,100.33,105.6,5000,1045412.06
2020-12-25,광주,5187,100.33,105.6,5187,998203.1
2020-12-26,광주,4796,100.33,105.6,4796,985461.94
2020-12-27,광주,4406,100.33,105.6,4406,939134.0
2020-12-28,광주,5000,100.33,105.6,5000,921468.75
2020-12-29,광주,5000,100.33,105.6,5000,882113.6
2020-12-30,광주,5000,100.33,105.6,5000,867132.7
2020-12-31,광주,5250,100.33,105.6,5250,747905.8
2021-01-01,광주,4850,101.04,0.0,4850,701282.75
2021-01-02,광주,4662,101.04,0.0,4662,631549.0
2021-01-03,광주,4475,101.04,0.0,4475,629997.44
2021-01-04,광주,4750,101.04,0.0,4750,622966.44
2021-01-05,광주,5120,101.04,0.0,5120,645882.75
2021-01-06,광주,5120,101.04,0.0,5120,648075.06
2021-01-07,광주,5120,101.04,0.0,5120,624361.25
2021-01-08,광주,5120,101.04,0.0,5120,582196.2
2021-01-09,광주,5636,101.04,0.0,5636,560120.9
2021-01-10,광주,5181,101.04,0.0,5181,557538.4
2021-01-11,광주,5120,101.04,0.0,5120,571673.7
2021-01-12,광주,6120,101.04,0.0,6120,608403.1
2021-01-13,광주,6120,101.04,0.0,6120,626852.5
2021-01-14,광주,6120,101.04,0.0,6120,656698.0
2021-01-15,광주,6120,101.04,0.0,6120,681674.5
2021-01-16,광주,6454,101.04,0.0,6454,723972.4
2021-01-17,광주,5772,101.04,0.0,5772,747859.4
2021-01-18,광주,6120,101.04,0.0,6120,763659.94
2021-01-19,광주,7120,101.04,0.0,7120,747379.4
2021-01-20,광주,6120,101.04,0.0,6120,732933.6
2021-01-21,광주,6120,101.04,0.0,6120,750843.94
2021-01-22,광주,6120,101.04,0.0,6120,762717.94
2021-01-23,광주,6636,101.04,0.0,6636,790849.4
2021-01-24,광주,6181,101.04,0.0,6181,790475.7
2021-01-25,광주,6120,101.04,0.0,6120,808668.2
2021-01-26,광주,6120,101.04,0.0,6120,811924.56
2021-01-27,광주,7120,101.04,0.0,7120,821937.75
2021-01-28,광주,8120,101.04,0.0,8120,816675.94
2021-01-29,광주,8120,101.04,0.0,8120,811975.56
2021-01-30,광주,7318,101.04,0.0,7318,780219.56
2021-01-31,광주,7090,101.04,0.0,7090,767881.1
2021-02-01,광주,7120,101.58,15.8,7120,764280.9
2021-02-02,광주,7120,101.58,15.8,7120,777321.56
2021-02-03,광주,7120,101.58,15.8,7120,760008.56
2021-02-04,광주,7620,101.58,15.8,7620,764968.5
2021-02-05,광주,8250,101.58,15.8,8250,746875.25
2021-02-06,광주,7636,101.58,15.8,7636,742088.56
2021-02-07,광주,7181,101.58,15.8,7181,758898.44
2021-02-08,광주,7250,101.58,15.8,7250,771982.25
2021-02-09,광주,7250,101.58,15.8,7250,779037.44
2021-02-10,광주,8250,101.58,15.8,8250,774096.6
2021-02-11,광주,8404,101.58,15.8,8404,778503.25
2021-02-12,광주,8285,101.58,15.8,8285,782946.2
2021-02-13,광주,8166,101.58,15.8,8166,794918.1
2021-02-14,광주,8047,101.58,15.8,8047,787720.4
2021-02-15,광주,7250,101.58,15.8,7250,789617.3
2021-02-16,광주,8250,101.58,15.8,8250,770940.56
2021-02-17,광주,8250,101.58,15.8,8250,761212.1
2021-02-18,광주,9250,101.58,15.8,9250,699335.9
2021-02-19,광주,9620,101.58,15.8,9620,695337.44
2021-02-20,광주,10909,101.58,15.8,10909,668463.75
2021-02-21,광주,9545,101.58,15.8,9545,692057.2
2021-02-22,광주,9120,101.58,15.8,9120,717239.94
2021-02-23,광주,9120,101.58,15.8,9120,747082.4
2021-02-24,광주,9120,101.58,15.8,9120,760145.0
2021-02-25,광주,9120,101.58,15.8,9120,774049.94
2021-02-26,광주,10200,101.58,15.8,10200,780225.3
2021-02-27,광주,10000,101.58,15.8,10000,781203.4
2021-02-28,광주,10000,101.58,15.8,10000,786443.5
2021-03-01,광주,10000,101.84,7.4,10000,784904.7
2021-03-02,광주,10200,101.84,7.4,10200,782892.5
2021-03-03,광주,10200,101.84,7.4,10200,757173.75
2021-03-04,광주,9620,101.84,7.4,9620,769784.56
2021-03-05,광주,9120,101.84,7.4,9120,759754.3
2021-03-06,광주,10636,101.84,7.4,10636,777818.94
2021-03-07,광주,10181,101.84,7.4,10181,766682.56
2021-03-08,광주,10100,101.84,7.4,10100,772734.25
2021-03-09,광주,10100,101.84,7.4,10100,764625.06
2021-03-10,광주,10100,101.84,7.4,10100,767002.1
2021-03-11,광주,11200,101.84,7.4,11200,757627.7
2021-03-12,광주,10200,101.84,7.4,10200,754873.9
2021-03-13,광주,10418,101.84,7.4,10418,727721.0
2021-03-14,광주,9690,101.84,7.4,9690,703297.06
2021-03-15,광주,11200,101.84,7.4,11200,707079.9
2021-03-16,광주,10200,101.84,7.4,10200,696541.25
2021-03-17,광주,10200,101.84,7.4,10200,706132.2
2021-03-18,광주,10200,101.84,7.4,10200,696481.5
2021-03-19,광주,10200,101.84,7.4,10200,696609.44
2021-03-20,광주,10636,101.84,7.4,10636,695156.75
2021-03-21,광주,10181,101.84,7.4,10181,683159.1
2021-03-22,광주,11200,101.84,7.4,11200,676607.94
2021-03-23,광주,10200,101.84,7.4,10200,678257.7
2021-03-24,광주,10200,101.84,7.4,10200,687048.25
2021-03-25,광주,10200,101.84,7.4,10200,685966.0
2021-03-26,광주,11200,101.84,7.4,11200,695455.25
2021-03-27,광주,11272,101.84,7.4,11272,681062.8
2021-03-28,광주,10363,101.84,7.4,10363,677567.4
2021-03-29,광주,11200,101.84,7.4,11200,664846.06
2021-03-30,광주,11200,101.84,7.4,11200,670402.9
2021-03-31,광주,10200,101.84,7.4,10200,668305.1
2021-04-01,광주,11200,101.98,13.0,11200,674853.5
2021-04-02,광주,11200,101.98,13.0,11200,663669.94
2021-04-03,광주,12545,101.98,13.0,12545,661470.3
2021-04-04,광주,10727,101.98,13.0,10727,651716.7
2021-04-05,광주,10200,101.98,13.0,10200,643880.06
2021-04-06,광주,10200,101.98,13.0,10200,646085.4
2021-04-07,광주,10200,101.98,13.0,10200,639699.25
2021-04-08,광주,10200,101.98,13.0,10200,651785.5
2021-04-09,광주,10200,101.98,13.0,10200,644986.3
2021-04-10,광주,12545,101.98,13.0,12545,653096.75
2021-04-11,광주,10727,101.98,13.0,10727,648377.75
2021-04-12,광주,10200,101.98,13.0,10200,658092.06
2021-04-13,광주,12200,101.98,13.0,12200,638767.56
2021-04-14,광주,12200,101.98,13.0,12200,636382.56
2021-04-15,광주,11200,101.98,13.0,11200,636769.75
2021-04-16,광주,11100,101.98,13.0,11100,644211.9
2021-04-17,광주,12272,101.98,13.0,12272,645192.5
2021-04-18,광주,11363,101.98,13.0,11363,651943.3
2021-04-19,광주,11100,101.98,13.0,11100,661112.2
2021-04-20,광주,10200,101.98,13.0,10200,661942.5
2021-04-21,광주,10200,101.98,13.0,10200,669739.7
2021-04-22,광주,10200,101.98,13.0,10200,663656.3
2021-04-23,광주,10200,101.98,13.0,10200,660385.06
2021-04-24,광주,11909,101.98,13.0,11909,649218.2
2021-04-25,광주,10545,101.98,13.0,10545,649484.44
2021-04-26,광주,10200,101.98,13.0,10200,648599.94
2021-04-27,광주,10200,101.98,13.0,10200,652812.4
2021-04-28,광주,10200,101.98,13.0,10200,645008.44
2021-04-29,광주,9250,101.98,13.0,9250,658225.06
2021-04-30,광주,9250,101.98,13.0,9250,654701.0
2021-05-01,광주,10272,102.05,7.4,10272,673247.4
2021-05-02,광주,9363,102.05,7.4,9363,672056.1
2021-05-03,광주,8750,102.05,7.4,8750,690988.75
2021-05-04,광주,8910,102.05,7.4,8910,697122.4
2021-05-05,광주,8816,102.05,7.4,8816,697479.6
2021-05-06,광주,8910,102.05,7.4,8910,702808.8
2021-05-07,광주,8660,102.05,7.4,8660,716203.2
2021-05-08,광주,8818,102.05,7.4,8818,715103.75
2021-05-09,광주,8590,102.05,7.4,8590,723753.8
2021-05-10,광주,8660,102.05,7.4,8660,733685.94
2021-05-11,광주,9160,102.05,7.4,9160,725652.44
2021-05-12,광주,7685,102.05,7.4,7685,725302.4
2021-05-13,광주,7685,102.05,7.4,7685,719790.44
2021-05-14,광주,6120,102.05,7.4,6120,731725.0
2021-05-15,광주,6418,102.05,7.4,6418,733457.44
2021-05-16,광주,5690,102.05,7.4,5690,738838.4
2021-05-17,광주,6120,102.05,7.4,6120,733769.56
2021-05-18,광주,5120,102.05,7.4,5120,733420.44
2021-05-19,광주,6333,102.05,7.4,6333,741999.4
2021-05-20,광주,6120,102.05,7.4,6120,759290.44
2021-05-21,광주,7250,102.05,7.4,7250,752279.3
2021-05-22,광주,6636,102.05,7.4,6636,772141.44
2021-05-23,광주,6181,102.05,7.4,6181,774127.4
2021-05-24,광주,6250,102.05,7.4,6250,791299.2
2021-05-25,광주,6250,102.05,7.4,6250,787657.3
2021-05-26,광주,6250,102.05,7.4,6250,808538.2
2021-05-27,광주,7250,102.05,7.4,7250,800997.6
2021-05-28,광주,6250,102.05,7.4,6250,829597.7
2021-05-29,광주,7000,102.05,7.4,7000,835493.7
2021-05-30,광주,7000,102.05,7.4,7000,879976.94
2021-05-31,광주,7250,102.05,7.4,7250,888146.4
2021-06-01,광주,7250,102.05,6.0,7250,910067.0
2021-06-02,광주,6250,102.05,6.0,6250,901749.56
2021-06-03,광주,7250,102.05,6.0,7250,919328.75
2021-06-04,광주,6250,102.05,6.0,6250,901728.06
2021-06-05,광주,6363,102.05,6.0,6363,924292.94
2021-06-06,광주,6818,102.05,6.0,6818,915154.75
2021-06-07,광주,7250,102.05,6.0,7250,943332.4
2021-06-08,광주,6250,102.05,6.0,6250,952548.1
2021-06-09,광주,6250,102.05,6.0,6250,978616.44
2021-06-10,광주,6250,102.05,6.0,6250,979285.5
2021-06-11,광주,6120,102.05,6.0,6120,992619.44
2021-06-12,광주,5636,102.05,6.0,5636,980359.56
2021-06-13,광주,5181,102.05,6.0,5181,980399.06
2021-06-14,광주,6000,102.05,6.0,6000,972822.44
2021-06-15,광주,6000,102.05,6.0,6000,978308.56
2021-06-16,광주,6000,102.05,6.0,6000,972511.9
2021-06-17,광주,6000,102.05,6.0,6000,991107.5
2021-06-18,광주,6000,102.05,6.0,6000,988916.5
2021-06-19,광주,6000,102.05,6.0,6000,993848.7
2021-06-20,광주,6000,102.05,6.0,6000,989624.94
2021-06-21,광주,7250,102.05,6.0,7250,1001496.94
2021-06-22,광주,6250,102.05,6.0,6250,998206.8
2021-06-23,광주,6250,102.05,6.0,6250,1014502.56
2021-06-24,광주,6250,102.05,6.0,6250,1009457.75
2021-06-25,광주,6250,102.05,6.0,6250,1022605.94
2021-06-26,광주,6000,102.05,6.0,6000,1013416.6
2021-06-27,광주,6000,102.05,6.0,6000,1021346.3
2021-06-28,광주,7250,102.05,6.0,7250,1014339.75
2021-06-29,광주,6250,102.05,6.0,6250,1015192.9
2021-06-30,광주,6120,102.05,6.0,6120,1014090.56
2021-07-01,광주,7250,102.26,0.0,7250,1025842.0
2021-07-02,광주,7120,102.26,0.0,7120,1023585.4
2021-07-03,광주,7581,102.26,0.0,7581,1029572.6
2021-07-04,광주,8309,102.26,0.0,8309,1023911.9
2021-07-05,광주,8250,102.26,0.0,8250,1057260.0
2021-07-06,광주,8250,102.26,0.0,8250,1061052.6
2021-07-07,광주,8250,102.26,0.0,8250,1080112.2
2021-07-08,광주,9225,102.26,0.0,9225,1072355.2
